id,meaning_id,lemma,morphology,ipa,meaning_ru,examples,definition
2815,1,кьит,"-лдил, -ла кьитIкьне",q'it,,,
2816,1,кьит,мед. ячмень,q'it,,"хвалазиб кьитIкьа большой ячмень; кьитIкьа гIяхбакьи дарман лекарство, чтобы вылечить ячмень","хвалазиб кьитIкьа большой ячмень; кьитIкьа гIяхбакьи дарман лекарство, чтобы вылечить ячмень;"
2817,2,кьит,зоол. еж,q'it,,бикIа кьитIкьа маленький еж; кьитIкьа баххи покормить ежа; КьитIкьа ццуцнацциб аккважила бугага погов; еж любить жить только в колючках; денилццила ду кьитталда я с соседом в ссоре; кьиттал гъайукIулде неприязненно говорил,бикIа кьитIкьа маленький еж; кьитIкьа баххи покормить ежа. КьитIкьа ццуцнацциб аккважила бугага погов. еж любить жить только в колючках. КЬИТТАЛ нареч. неприязненно; обиженно; денилццила ду кьитталда я с соседом в ссоре (отношусь к соседу неприязненно); кьиттал гъайукIулде неприязненно говорил.
2818,1,кьиц,"-лдил, -лла, -бе",q'ic,,кьицIала кададилжин не осталась даже крошка; люмжа буккинна кьицIалачIу бичече в рот даже крошка еды не попала,"крошка, кусочек; кьицIала кададилжин  не осталась даже крошка; люмжа буккинна кьицIалачIу бичече в рот даже крошка еды не попала."
2819,1,кьицур-е,"илдил, -илла, -те",q'icur-e,,"кошелек, мешочек для денег; кьвалтла кьицуре бархатный кошелек; асле бицIиб кьицуре кошелек полный денег","уст. кошелек, мешочек для денег; кьвалтла кьицуре бархатный кошелек; асле бицIиб кьицуре кошелек полный денег."
2820,1,кьубехъа,"-лдил, -лла кьубехълуме",q'ubeqa,,каша из грубомолотой пшеницы; биццизиб кьубехъа вкусная каша; кьубехъа бакьи приготовить кашу,каша из грубомолотой пшеницы; биццизиб кьубехъа вкусная каша; кьубехъа бакьи приготовить кашу.
2821,1,кьубур,"-ридил, -ра, -те",q'ubur,,суранна кьубур кожаная кобура; бидижибзиб кьубур вышитая кобура,кобура; суранна кьубур кожаная кобура; бидижибзиб кьубур вышитая кобура.
2822,1,кьуват,"-лидил, -ла, ед.",q'uwat,,кьуват квибзив инсан человек с большой силой;  Кьуват гьисбухаб! благоп; пусть растет мощь !,"сила, мощь; кьуват квибзив инсан человек с большой силой;  Кьуват гьисбухаб! благоп. пусть растет мощь (энергия)!"
2823,1,кьуватла/зи-б,"-й, /жуб, /жуд) мощный, сильный",q'uwatla/zi-b,,кьуватлажуд усе сильные быки,кьуватлажуд усе сильные быки.
2824,1,кьукьа,"-лдил, -лла кьукуппе",q'uq'a,,иццузиб кьукьа больное колено; бяхъибзиб кьукьа раненное колено; кьукьалже кижи сесть на колено,колено; иццузиб кьукьа больное колено; бяхъибзиб кьукьа раненное колено; кьукьалже кижи сесть на колено.
2825,1,кьукьмус/кабич-и,"/кайичи, мн. I–II (/кичи, /кайичи, /каттичи), /кабику, -/кабикул, /кабикузиб, -е",q'uq'mus/kabič-i,,"I–II (/кичи, /кайичи; /каттичи), /кабику, -/кабикул, /кабикузиб, -е; садиться на колени; кьукьмускичибжила кьукьа бяхъе поранил колено, когда сел на колени","несов. садиться на колени; кьукьмускичибжила кьукьа бяхъе поранил колено, когда сел на колени. || сов. кьукьмускабчи."
2826,1,кьукьмус/кабч-и,"/кечи, мн. I–II (/кичи, /кечи, /каттичи), -е, -иб, -ибзиб, -е",q'uq'mus/kabč-i,,"I–II (/кичи, /кечи; /каттичи), -е, -иб, -ибзиб, -е; сесть на колени; кьукьалцце иццечаххин кьукьмускичибмутил колено заболело, когда сел на колени","сов. сесть на колени; кьукьалцце иццечаххин кьукьмускичибмутил колено заболело, когда сел на колени. || несов. кьукьмускабичи."
2827,1,кьулгь-у,"-лдил, -лла, -не",q'ulh-u,,,
2828,1,кьулгь-у,рел. молитва,q'ulh-u,,кьулгьу бакьи прочитать молитву; ххяближиб кьулгьу кабилчIин прочитал молитву на могиле,маллала кьулгьу молитва муллы; кьулгьу бакьи прочитать молитву; ххяближиб кьулгьу кабилчIин прочитал молитву на могиле;
2829,2,кьулгь-у,,q'ulh-u,,,112 сура Корана;
2830,1,кьулжиналт-е,"-аддил, -алла, мн.",q'ulžinalt-e,,паксиб кквягIла кьулжиналте пахучий чабрец; кьулжиналте далцIи вахт время сбора чабреца,бот. чабрец; паксиб кквягIла кьулжиналте  пахучий чабрец; кьулжиналте далцIи вахт время сбора чабреца.
2831,1,кьулла,"-лдил, -лла кьуллуппе",q'ulla,,"дуччу шинна кьулла родник с питьевой водой; хIяйванталла кьулла родник для скотины; ццукьзиб кьулла глубокий родник; кьулла абдубакьи очистить родник; ГIялла кьулла топон; Курттала кьулла топон; Аккаюццилла кьулла топон; родник сестры Акка; ХIядунила кьулла топон; Дибгъянна шинна кьулла топон; родник воды Дибгъяна; Тала кьулла топон;  Хъяццила кьуллуппе топон; ЧяххятIлила кьуллуппе топон; родники, где устраивают праздник вешней воды;  Нахьвала кьулла топон;  Хъулигула кьуллуппе топон; родники ниже огорода; Дакквила кьуллуппе топон;  КIватлададла кьулла топон; родник поляны Катла;  Хъуцце кьулла букв; родник на огороде;  Гужехъуццила кьулла топон; родник внизу пашни;  Бяццила кьуллуппе топон; родники у склона;  ГIяхIмалла кьулла топон;  Ихадакквила кьуллуппе топон; родники той лощины;  Улилла шинна кьулла топон; родник от сглаза;  Маннала кьулла топон;  МаллаяхIйахъалла кьулла топон;  Духхе шинна кьулла топон; родник с холодной водой; Кук шинна кьулла топон; родник с легкой водой;  Къарагузла кьулла топон;  Эццила кьуллуппе топон;  ГIялиханна юртижибзиб кьулла топон; родник у дома Алихана;  ГIяммудгала кьулла топон;  УкIе биццу шинна кьулла топон; родник с водой для омывания сердца; БукIмалла шинна кьулла топон; родник с водой от ревматизма;  Юххяхилла кьулла топон;  Вибихьан баквла кьулла топон; родник ущелья, где прячут;  Гъамчила кьулла топон;  Ттатхьула кьулла топон; родник у надмогильных плит;  Тяинна кьулла топон;  Зумзумшинна кьулла топон","родник, колодец; дуччу шинна кьулла родник с питьевой водой; хIяйванталла кьулла родник для скотины; ццукьзиб кьулла глубокий родник; кьулла абдубакьи очистить родник. ГIялла кьулла топон. родник Али. Курттала кьулла топон. родник Ккурта. Аккаюццилла кьулла топон. родник сестры Акка. ХIядунила кьулла топон. родник Гадуне. Дибгъянна шинна кьулла топон. родник воды Дибгъяна. Тала кьулла топон.передний родник.  Хъяццила кьуллуппе топон. родники Кяцила.ЧяххятIлила кьуллуппе топон. родники, где устраивают праздник вешней воды.  Нахьвала кьулла топон.  родник голубя.  Хъулигула кьуллуппе топон. родники ниже огорода. Дакквила кьуллуппе топон. родники лощины.  КIватлададла кьулла топон. родник поляны Катла.  Хъуцце кьулла букв. родник на огороде.  Гужехъуццила кьулла топон. родник внизу пашни.  Бяццила кьуллуппе топон. родники у склона.  ГIяхIмалла кьулла топон. родник Ахмеда.  Ихадакквила кьуллуппе топон. родники той лощины.  Улилла шинна кьулла топон. родник (с водой) от сглаза.  Маннала кьулла топон. родник Манны.  МаллаяхIйахъалла кьулла топон. родник Маллаяхьяевых.  Духхе шинна кьулла топон. родник с холодной водой. Кук шинна кьулла топон. родник с легкой водой.  Къарагузла кьулла топон. родник Карагуза.  Эццила кьуллуппе топон. родники Эццила.  ГIялиханна юртижибзиб кьулла топон. родник у дома Алихана.  ГIяммудгала кьулла топон. родник с. Амузги.  УкIе биццу шинна кьулла топон. родник с водой для омывания сердца. БукIмалла шинна кьулла топон. родник с водой от ревматизма.  Юххяхилла кьулла топон.  родник Юхяхе.  Вибихьан баквла кьулла топон. родник ущелья, где прячут.  Гъамчила кьулла топон. родник Гамче.  Ттатхьула кьулла топон. родник у надмогильных плит.  Тяинна кьулла топон. родник Таина.  Зумзумшинна кьулла (шяхъв) топон. источник Зумзума."
2832,1,кьумуд,"-лидил, -ла, ед.",q'umud,,поднос для еды; кьумудла гьегъе сикIал кулпат кабже вокруг подноса сели все домашние; Ула кьумудлил укунзив - йахӀакква инсан вихва погов; только бессовестный питается у чужих,поднос для еды; место еды; кьумудла гьегъе сикIал кулпат кабже вокруг подноса (с едой) сели все домашние. Ула кьумудлил укунзив - йахӀакква инсан вихва погов. только бессовестный питается у чужих.
2833,1,кьуран,"-нидил, на, ед.",q'uran,,Кьуранна дабттар рукопись Корана; Кьуран калучIи читать Коран,рел. Коран (священная книга мусульман); Кьуранна дабттар рукопись (или печатная книга) Корана; Кьуран калучIи читать Коран.
2834,1,кьурбан,"-нидил, -на, -те",q'urban,,жертвоприношение кьурбанталла бац месяц жертвоприношения; кьурбан билхви принести в жертву,рел. жертвоприношение кьурбанталла бац месяц жертвоприношения; кьурбан билхви принести в жертву (скотину).
2835,1,кьургу,"-лдил, -ла, -не",q'urgu,,цIуттезиб кьургу черная крыса; кьургу бусузиб ппав мышеловка,крыса; цIуттезиб кьургу черная крыса; кьургу бусузиб ппав мышеловка (крыселовка).
2836,1,кьурк/бук,"-е, -ул, -узиб, -е",q'urk/buk,,кудахтать: кьуркбукIузиб гIягIя кудахтающая птица,несов. кудахтать: кьуркбукIузиб гIягIя кудахтающая птица. || сов. кьуркгьаи.
2837,1,кьуркку,"-дил, -ла, -не",q'urkku,,жагьилзиб кьуркку молодая наседка; кьуркку буси поймать наседку,наседка; жагьилзиб кьуркку молодая наседка; кьуркку буси поймать наседку.
2838,1,кьут,"-лидил, -ла, ед. и мн. стук",q'ut,,ахъсиб тIамалццила кьутI громкий стук; кьутIла тIама бикьулде был слышен стук,ахъсиб тIамалццила кьутI громкий стук; кьутIла тIама бикьулде был слышен стук.
2839,1,кьут,"-ай, -иб, -ибзиб, -а",q'ut,,,
2840,1,кьут,"сов. проковать, отбить (косу)",q'ut,,къюлкъю кьутбакьи отбить косу; кьутбакьибзиб тахта прокованный лист,къюлкъю кьутбакьи отбить косу; кьутбакьибзиб тахта прокованный лист;
2841,2,кьут,постучать,q'ut,,уцца кьутдакьи постучать в дверь,уцца кьутдакьи постучать в дверь. || сов. кьутIбикьи.
2842,1,кьут,"-у, -ул, -узиб, -а",q'ut,,"къюлкъю кьутIбикьи отбивать косу; кьутIбикьи бажизиб тахта лист, который надо проковывать","несов. проковывать; отбивать (косу); къюлкъю кьутIбикьи отбивать косу; кьутIбикьи бажизиб тахта лист, который надо проковывать;"
2843,2,кьут,стучать,q'ut,,уцца кьутдикьи стучать в дверь,уцца кьутдикьи стучать в дверь. || сов. кьутIбакьи.
2844,1,кьут,"/юкIи, мн. I–II (/укIи, /юкIи, дукIи), -е, -ул, -узиб, -е",q'ut,,"I–II (/укIи, /юкIи; дукIи), -е, -ул, -узиб, -е; уццалцце кьутбукьул чисалгьид проснулся, когда стучали в дверь; кIутIукIузив уста стучащий мастер","сов. и несов. стучать, постучать; уццалцце кьутбукьул чисалгьид проснулся, когда стучали в дверь; кIутIукIузив уста стучащий мастер."
2845,1,кьут,"-лидил, -ла кьутIкьудище",q'ut,,аккватухнилла кьутIкьудихь перен; пусть минуют горести,горечь; аккватухнилла кьутIкьудихь перен. горечь утраты. ♦ КьутIкьудище чидухъмакъаб благоп. пусть минуют горести.
2846,1,кьут,"-илдил, -илла, -не",q'ut,,паргъатакквазиб кьутIкьутIе беспокойный дятел; кьутIкьутIилла тIамне саттикьулде был слышен стук дятла,дятел; паргъатакквазиб кьутIкьутIе беспокойный дятел; кьутIкьутIилла тIамне саттикьулде был слышен стук дятла.
2847,1,кьут,"/гьаечIи, мн. I–II (/гьечIи, /гьаечIи, /гьаттечIи), /гьабекIай, -иб, -ибзиб, /гьабекIа",q'ut,,"I–II (/гьечIи, /гьаечIи; /гьаттечIи), /гьабекIай, -иб, -ибзиб, /гьабекIа; оставить ни с чем; давла кьутIургьабекIай обанкротился; кьутIургьечIибзив дене оставшийся ни с чем сосед",сов. обанкротить; оставить ни с чем; давла кьутIургьабекIай обанкротился; кьутIургьечIибзив дене оставшийся ни с чем сосед. || несов. кьутIургьабучIи.
2848,1,кьут,"/гьаючIи, /гьаттучIи), -е, /гьабукIул, /гьабукIузиб, -е, мн. I-II (/гьучIи, /гьаючIи, /гьаттучIи), -е, /гьабукIул, /гьабукIузиб, -е",q'ut,,"I-II , -е, /гьабукIул, /гьабукIузиб, -е; гIягна кьутIургьучIибзив трижды обанкрочившийся; гьаман кьутIургьабучIи всегда обанкрочиваться",несов. обанкрочиваться; гIягна кьутIургьучIибзив трижды обанкрочившийся; гьаман кьутIургьабучIи всегда обанкрочиваться. || сов. кьутIургьабечIи.
2849,1,кьуцур-е,"-илдил, -илла, -те",q'ucur-e,,масла кьуцуре матерчатая сумка; кьуцуре бицIи наполнить сумку,тряпичная сумка; масла кьуцуре матерчатая сумка; кьуцуре бицIи наполнить сумку.
2850,1,кьюкь,"-лидил, -ла, -е",q'juq',,"куксиб кьюкь легкий молоток; бикIа кьюкь молоточек; хвала кьюкь большой молоток, кувалда; къакъалла устала кьюкь молоток каменщика; дешла усулла кьюкьла аже ручка молотка из дерева черноплодной рябины","молоток; куксиб кьюкь легкий молоток; бикIа кьюкь молоточек; хвала кьюкь большой молоток, кувалда; къакъалла устала кьюкь молоток каменщика; дешла усулла кьюкьла аже ручка молотка из дерева черноплодной рябины."
2851,1,кьюкья,"-лдил, -лла кьюкьюме",q'juq'æˁ,,,
2852,1,кьюкья,"группа, колонна, ряд",q'juq'æˁ,,ахчизиб кьюкья большая колонна; кьюкьялцце кицци встать в ряд,ахчизиб кьюкья большая колонна; кьюкьялцце кицци встать в ряд;
2853,2,кьюкья,грядка (огорода),q'juq'æˁ,,бухъинзиб кьюкья длинная грядка; картуппе дахьви кьюкьюме грядки для посадки картошки; кьюкья бакьи сделать грядку,бухъинзиб кьюкья длинная грядка; картуппе дахьви кьюкьюме грядки для посадки картошки; кьюкья бакьи сделать грядку.
2854,1,кьюл,"-лидил, -ла, -е",q'jul,,кьюлалла акьв стадо коров; итIинзиб кьюл красная корова; кьюл хьунча бучи повести корову на водопой; БибчIиб кьюл − нехла тахъва погов; умершая корова − короб масла; БяхIцIа кьюл фольк; корова с белой отметиной на лбу,корова; кьюлалла акьв стадо коров; итIинзиб кьюл красная корова; кьюл хьунча бучи повести корову на водопой. БибчIиб кьюл − нехла тахъва погов. умершая корова − короб масла (потерянное кажется лучше). БяхIцIа кьюл фольк. корова с белой отметиной на лбу.
2855,1,кьюл,"-лидил, -ла, -ме",q'jul,,,
2856,1,кьюл,пятка ноги (или носка),q'jul,,кьюлла ссудур мозоль пятки; диндилла кьюл пятка вязаного носка; юссилдил ихьвле диндилла кьулме дакьай дочка быстро связала пятки носков,кьюлла ссудур мозоль пятки; диндилла кьюл пятка вязаного носка; юссилдил ихьвле диндилла кьулме дакьай дочка быстро связала пятки носков;
2857,2,кьюл,каблук,q'jul,,кьюлме ахъшшуд ттупле туфли с высоким каблуком; Кьюлла щумаре трава,кьюлме ахъшшуд ттупле туфли с высоким каблуком. ♦ Кьюлла щумаре трава (букв. коровья мята).
2858,1,кьюл-къачча,"-дил, -ла, ед.",q'jul-q'ačča,,аражуд кьюл-къачча здоровый домашний скот; кьюл-къачча дуче дичи пасти домашний скот,домашний скот; аражуд кьюл-къачча здоровый домашний скот; кьюл-къачча дуче дичи пасти домашний скот.
2859,1,кьюл-т,"-лидил, -ла, -те",q'jul-t,,иццузиб кьюл-тIюй больная пятка ноги; диндилла кьюл-тIюй пакле бакьиб саб пятка носка хорошо связана,пятка ноги; иццузиб кьюл-тIюй больная пятка ноги; диндилла кьюл-тIюй пакле бакьиб саб пятка носка хорошо связана.
2860,1,кьюмяй,"-лидил, -ла, -те",q'jumæˁj,,къакъалла кьюмяй каменная ступа; гьабиччибзиб сутбукIан кьюмяй ступа с резьбой сутбукских мастеров; кьюмяйла ццибгъя пестик ступы; кьюмяйлиб сеже бити истолочь чеснок в ступе,ступа; къакъалла кьюмяй каменная ступа; гьабиччибзиб сутбукIан кьюмяй ступа с резьбой сутбукских мастеров; кьюмяйла ццибгъя пестик ступы; кьюмяйлиб сеже бити истолочь чеснок в ступе.
2861,1,кьюпур,"-ридил, -ра, -те",q'jupur,,,
2862,1,кьюпур,бот. почка,q'jupur,,таквбухубзиб кьюпур распустившаяся почка,таквбухубзиб кьюпур распустившаяся почка;
2863,2,кьюпур,шаровидная фигура на конце изделия,q'jupur,,асла кьюпур серебряная шаровидная фигура; ххиржанна хьай кьванилже кьюпур таулки припаять шаровидную фигуру на конец ножен кинжала,асла кьюпур серебряная шаровидная фигура; ххиржанна хьай кьванилже кьюпур таулки припаять шаровидную фигуру на конец ножен кинжала.
2864,1,кьюрт,"-ай, -иб, -ибзиб, -а, -ахъи, -не",q'jurt,,"буккин кюртIагъибжила гъайукIе говори когда проглотишь пищу; ихьвле кьюртIагъибзиб буккин ххамхалцце бишбидадусу, укIе духтур быстро проглоченная еда плохо переваривается, говорил врач","сов. проглотить; буккин кюртIагъибжила гъайукIе говори когда проглотишь пищу; ихьвле кьюртIагъибзиб буккин ххамхалцце бишбидадусу, укIе духтур быстро проглоченная еда плохо переваривается, говорил врач. || несов. кьюртIигъи."
2865,1,кьюртiала // кьютiал,"-лидил, -лла кьюртIлабе",q'jurtiala // q'jutial,,асла кьютIал серебряные ножны; ххиржанна кьютIал цIубла бакьи изготовить ножны кинжала,ножны; асла кьютIал серебряные ножны; ххиржанна кьютIал цIубла бакьи изготовить ножны кинжала.
2866,1,кьюрт,"-илдил, -илла, ед. поминки",q'jurt,,бибкIалла кьюртIе поминки по покойному; вибчIивзивла мас кьюртIили бутIи раздать имущество покойного на поминках; КьюртIле бекв! прокл; чтобы съели на поминках! ),бибкIалла кьюртIе поминки по покойному; вибчIивзивла мас кьюртIили бутIи раздать имущество покойного на поминках. КьюртIле (кьюртIил) бекв! прокл. чтобы съели на поминках! ).
2867,1,кьюрт,"-у, -ул, -узиб, -а",q'jurt,,,"несов. проглатывать; гIяхле чIямбакьибжила, багьлал кьюртIигъа буккин,  укIе духтур еду прожевывай и проглатывай не торопясь, говорил врач. || сов. кьюртIагъи."
2868,1,кьюрт,"-лдил, -лла, -бе",q'jurt,,"инструмент, режущий дугу в дереве; бумкказиб кьюртIикIвла острый инструмент, режущий дугу в дереве; кьюртIикIвла асси купить инструмент, режущий дугу по дереву","инструмент, режущий дугу в дереве; бумкказиб кьюртIикIвла острый инструмент, режущий дугу в дереве; кьюртIикIвла асси купить инструмент, режущий дугу по дереву."
2869,1,кьюш,"-лидил, -ла, -ме",q'juš,,аразиб кьюш крепкий кулак; кьюш бехи ударить кулаком,кулак; аразиб кьюш крепкий кулак; кьюш бехи ударить кулаком.
2870,1,кьюшюм,"-лидил, -ла, -те",q'jušjum,,бюшалалла кьюшюм льняные путы; учила кьюшюм путы для лошади; кьюшюм чидиччи надеть путы,путы; бюшалалла кьюшюм льняные путы; учила кьюшюм путы для лошади; кьюшюм чидиччи надеть путы.
2871,1,кьябла/зи-б,"(-в, -й, /жуб, /жуд) дорогой",q'æˁbla/zi-b,,кьяблазив гал любимый сын; кьяблазий юссе любимая дочь,кьяблазив гал любимый сын; кьяблазий юссе любимая дочь.
2872,1,кьябч,"-лидил, -ла, ед. и мн.",q'æˁbč,,кьябчIла тIама треск; кьябчIла тIамалццила ттутта кабче дерево с треском упало,звукоп. треск; кьябчIла тIама треск (звук); кьябчIла тIамалццила ттутта кабче дерево с треском упало.
2873,1,кьябч,"-е, -ул, -узиб, -е",q'æˁbč,,"хрустеть, издавать треск; кьябчIбукIул ттутта кабче дерево с треском упало","несов. хрустеть, издавать треск; кьябчIбукIул ттутта кабче дерево с треском упало."
2874,1,кьяда,"-лдил, -лла кьядурте",q'æˁda,,гIяхсиб кьяда хороший порядок; кьяда кабиццахъи установить порядок,порядок; гIяхсиб кьяда хороший порядок; кьяда кабиццахъи установить порядок.
2875,1,кьякь,"-лидил, -ла, ед.",q'æˁq',,ду кьякьлида иже я смотрю на тебя; йикканала кьякь взгляд любимой,взгляд; ду кьякьлида иже я смотрю на тебя; йикканала кьякь взгляд любимой.
2876,1,кьякь/бинбидилт,"/йинйидилтIи, мн. I–II (/винвидилтIи, /йинйидилтIи, /диндидилтIи), -ин, -ун, -унзиб, -ин, -ихъи, -не",q'æˁq'/binbidilt,,"I–II (/винвидилтIи, /йинйидилтIи; /диндидилтIи), -ин, -ун, -унзиб, -ин, -ихъи, -не; букке кьякьбинбидилтIунде заглядывали вовнутрь; ккаласле кьякьбинбидилтIунжуб бикIате учитIилле мимибакьай заглядывающиеся в класс дети получили замечание от учителя",несов. заглядывать (вовнутрь); букке кьякьбинбидилтIунде заглядывали вовнутрь; ккаласле кьякьбинбидилтIунжуб  бикIате учитIилле мимибакьай заглядывающиеся в класс дети получили замечание от учителя. || сов. кьякьбинбидитIи.
2877,1,кьякь/бинбидит,"мн. I–II (/винвидитIи, /йинйидитIи, /диндидитIи), -ин, -ун, -унзиб, -ин, -ахъи, -не",q'æˁq'/binbidit,,хъил кьякьвинвидитIид заглянул в комнату; тухумлищу кьякьвинвидитIи чикехвид перен; решил заглянуть к родственникам,сов заглянуть; хъил кьякьвинвидитIид заглянул в комнату; тухумлищу кьякьвинвидитIи чикехвид перен. решил заглянуть к родственникам. || несов. кьякьбинбидилтIи.
2878,1,кьякь/чибдилт,"/чийдилтIи, /читтилтIи), -и, -ун, -унзиб, -ин, мн. I–II (/чивдилтIи, /чийдилтIи, /читтилтIи), -и, -ун, -унзиб, -ин",q'æˁq'/čibdilt,,"I–II , -и, -ун, -унзиб, -ин; бикIатаже кьякьчивдилтIи хъайчебакьай поручили поглядывать за детьми; викIазивлиже кьякьчийдилтIизий яккай нашли ту, которая будет поглядывать за малышом","несов. поглядывать; бикIатаже кьякьчивдилтIи хъайчебакьай поручили поглядывать за детьми; викIазивлиже кьякьчийдилтIизий яккай нашли ту, которая будет поглядывать за малышом. || сов. кьякьчибдитIи."
2879,1,кьякь/чибдит,"мн. I–II (/чивдитIи, /чийдитIи, /читтитIи), -ин, -ун, -унзиб, -ин",q'æˁq'/čibdit,,"кьякьчивдитIин йикканаже поглядел на любимую; гIяхле кьякьчивдитIун мутил баккай бидахъибзиб внимательно поглядев, он нашел потерянное","сов. поглядеть; кьякьчивдитIин йикканаже поглядел на любимую; гIяхле кьякьчивдитIун мутил баккай бидахъибзиб внимательно поглядев, он нашел потерянное. || несов. кьякьчибдилтIи."
2880,1,кьякьле,видеть),q'æˁq'le,,,ду итти кьякьлида я желаю видеть тебя.
2881,1,кьякья,"-лдил, -лла кьякьне (кьюкьне)",q'æˁq'æˁ,,,
2882,1,кьякья,анат. сустав тIюйла кьякья сустав ноги,q'æˁq'æˁ,,духтурре кьякья бахькквай врач осмотрел сустав,духтурре кьякья бахькквай врач осмотрел сустав;
2883,2,кьякья,бот. косточка,q'æˁq'æˁ,,гьинзилла кьякья косточка яблока; кьякья кьимцIбакьи погрызть косточку; Кьякьне дахъв! прокл; чтобы поломались суставы!,гьинзилла кьякья косточка яблока; кьякья кьимцIбакьи погрызть косточку. Кьякьне дахъв! прокл. чтобы поломались суставы!
2884,1,кьял-е,"-илдил, -илла кьялме",q'æˁl-e,,шяняссиб кьяле зеленая ветка; ццумазиб кьяле густая ветка; кьяле чикабиччи срезать ветку; КЬЯЛМАТСИБ // КЬЯЛМАЦЦИБ (мн; кьялматсиб гъвила ветвистый куст; кьялматсиб ттутта ветвистое дерево,ветка; шяняссиб кьяле зеленая ветка; ццумазиб кьяле густая ветка; кьяле чикабиччи срезать ветку. КЬЯЛМАТСИБ // КЬЯЛМАЦЦИБ (мн. кьялматщуд) ветвистый; кьялматсиб гъвила ветвистый куст; кьялматсиб ттутта ветвистое дерево.
2885,1,кьялме-сялм-е,"-аддил, -алла, мн. хворост",q'æˁlme-sæˁlm-e,,къялме-сялме диккви сжечь хворост,къялме-сялме диккви сжечь хворост.
2886,1,кьялщ-е,"-илдил, -илла, -уппе",q'æˁlš-e,,ссикала кьялще медвежий коготь; кьялщилццила хъяршкаттагъи поцарапать когтем,коготь; ссикала кьялще медвежий коготь; кьялщилццила хъяршкаттагъи поцарапать когтем.
2887,1,кьям,"-лидил, -ла, -те",q'æˁm,,усулла кьям деревянное корыто; кьям бакьи изготовить корыто; нюдюн бялшунзиб кьям корыто для замешивания теста,корыто; усулла кьям деревянное корыто; кьям бакьи изготовить корыто; нюдюн бялшунзиб кьям корыто для замешивания теста.
2888,1,кьямгъ-я,"-лидил, -лла, -не",q'æˁmʁ-æˁ,,къутIазиб кьямгъя тупой скребок корыта; кьямгъя квисабалчин забрал скребок,скребок для корыта; къутIазиб кьямгъя тупой скребок корыта; кьямгъя квисабалчин забрал скребок.
2889,1,кьямч,"-ай, -иб, -ибзив, -а",q'æˁmč,,ихьвле кьямчIгьаттакьай быстро расстроился; кьямчIгьаттакьиб гал висси киже сморщившись ребенок заплакал,сов. слезливо сморщиться; ихьвле кьямчIгьаттакьай быстро расстроился (слезливо сморщился); кьямчIгьаттакьиб гал висси киже сморщившись ребенок заплакал. || несов. кьямчIаттикьи.
2890,1,кьямч,"-у, -ул, -узив, -а",q'æˁmč,,ихьвле кьямчIгьаттикьул сав быстро расстраивается; кьямчIгьаттикьужуб бикIате слезливо морщащие дети,несов. слезливо морщиться; ихьвле кьямчIгьаттикьул сав (он) быстро расстраивается (слезливо морщится); кьямчIгьаттикьужуб бикIате слезливо морщащие дети. || сов. кьямчIаттакьи.
2891,1,кьярж // гъярж,"-лидил, -ла, ед. и мн.",q'æˁrž // ʁæˁrž,,мих гъяржбакьи вызвать скрежет железа,скрежет; мих гъяржбакьи вызвать скрежет железа.
2892,1,кьярж/а-и,"мн. I-II, -ай, -иб, -ибзиб, -а",q'æˁrž/a-i,,викIагалдил сулбаццила кьяржаай малыш поскрежетал зубами; сулбаццила кьяржаиб паргъатухе громко поскрежетал зубами и успокоился,сов. поскрежетать (зубами); викIагалдил сулбаццила кьяржаай малыш поскрежетал зубами; сулбаццила кьяржаиб паргъатухе громко поскрежетал зубами и успокоился. || несов. кьяржбукIи.
2893,1,кьярж/бук,"мн. I-II (/укIи, /юкIи, /дукIи), -е, -ул, -узиб, -е",q'æˁrž/buk,,"буссуммутил сикъил кьяржбукIулде постоянно скрежещут, когда спят","несов. скрежетать (зубами); буссуммутил сикъил кьяржбукIулде постоянно скрежещут, когда спят. || сов. кьяржаи."
2894,1,кьярт,"мн. I-II (/укIи, /юкIи, /дукIи), -е, -ул, -узиб, -е",q'æˁrt,,"рыскать, искать скрытно, ччиту ухъажиб кьяртIямбукIул баккада кошку нашли бегающей в чулане","несов. и сов. рыскать, искать скрытно, ччиту ухъажиб кьяртIямбукIул баккада кошку нашли бегающей в чулане."
2895,1,кьясдихь,"-лидил, -ла кьясдище",q'æˁsdix,,цIуттезиб кьясдихь черная зависть; кьясдихьлиццила ужажи не остаться с завистью,зависть; цIуттезиб кьясдихь черная зависть; кьясдихьлиццила ужажи не остаться с завистью.
2896,1,кьяца,"-дил, -ла, кьяцне",q'æˁca,,цIубзиб кьяца белая коза; хвала мукачналла кьяца коза с длинными рогами; кIяцне хIяттихул сад козлы бодаются; кьяца асси купить козу; Кьяцай дехьхьадикьле уччикабечIибзиб погов; получил как козел удар палкой; Кьяцала ккулилццил бицI бинисабюхху погов; волка можно встретить и в козьем обличье (букв,коза; цIубзиб кьяца белая коза; хвала мукачналла кьяца коза с длинными рогами; кIяцне хIяттихул сад козлы бодаются; кьяца асси купить козу. Кьяцай дехьхьадикьле уччикабечIибзиб погов. получил как козел удар палкой (в смысле: неожиданно улыбнулась удача). Кьяцала ккулилццил бицI бинисабюхху погов. волка можно встретить и в козьем обличье (букв. шкуре).
