language,glottocode,id_word,meaning_id,lemma,ipa,definition,morphology,annotator,pos,reference,meaning_ru,examples
Kubachi,kuba1248,2620,1,кутав/гьабӣцц-и(й),k-u-t-a-w-/-h-a-b-i:-cc-i-(-j-),"III; мн. I–II (/гьищиц, /гьайицци; /гьаттицци), -е, -ул, -узиб, -е; несов.; гIячилдил кутавгьадабиццу от труда не дохнут.","III; мн. I–II (/гьищиц, /гьайицци; /гьаттицци), -е, -ул, -узиб, -е; несов.",Polina Khutkina,verb,"Magomedov, Saidov-Akkutta, 2016",дохнуть,гIячилдил кутавгьадабиццу от труда не дохнут; сов. кутавгьабиццй
Kubachi,kuba1248,2621,1,кутан,k-u-t-a-n,"-нидил, -на; -те; бумкказиб кутанна гъваб отточенный лемех плуга; кутанниццила ванза басин вспахали плугом землю.","-нидил, -на; -те",Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",плуг,бумкказиб кутанна гъваб отточенный лемех плуга; кутанниццила ванза басин вспахали плугом землю.
Kubachi,kuba1248,2622,1,куц,k-u-c,"-лидил, -ла; ед.; бюкьязиб куц красивый вид; куц басбакьи саматле вихехва человек не может легко изменить внешний вид. ♦Далгунжду ххамххалла куц фольк. статная фигура (букв. вид нарядного тела).","-лидил, -ла; ед.",Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",вид,бюкьязиб куц красивый вид; куц басбакьи саматле вихехва человек не может легко изменить внешний вид. ♦Далгунжду ххамххалла куц фольк. статная фигура (букв. вид нарядного тела).
Kubachi,kuba1248,2623,1,куцакква/зи-б,k-u-c-a-kk-w-a-/-z-i-b,"(-в, -й; /жуб, /жуд); куцаккважду палтар неряшливая (не к месту) одежда; куцакквазиб къвашкъва странная прическа.","(-в, -й; /жуб, /жуд)",Polina Khutkina,adj,"Magomedov, Saidov-Akkutta, 2016",безликий,куцаккважду палтар неряшливая (не к месту) одежда; куцакквазиб къвашкъва странная прическа.
Kubachi,kuba1248,2624,1,куцакквадихь,k-u-c-a-kk-w-a-d-i-x,"-лидил, -ла; куцакквадище; илла куцакквадихь багькваре! посмотри на его безобразный вид (букв. безобразность)!; куцакквадищадил инсанна хIюрмат булга неряшливость портит авторитет человека.","-лидил, -ла; куцакквадище",Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",неряшливость,илла куцакквадихь багькваре! посмотри на его безобразный вид (букв. безобразность)!; куцакквадищадил инсанна хIюрмат булга неряшливость портит авторитет человека.
Kubachi,kuba1248,2625,1,куц-кабиц,k-u-c-k-a-b-i-c,"-лидил, -ла; -це; тамашаллазиб куц-кабиц интересная внешность; куц-кабиц саматле басбакьи агага внешность невозможно легко изменить.","-лидил, -ла; -це",Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",внешность,тамашаллазиб куц-кабиц интересная внешность; куц-кабиц саматле басбакьи агага внешность невозможно легко изменить.
Kubachi,kuba1248,2626,1,кучил,k-u-č-i-l,мест.; кучил хъал? который дом? кучил хьунул? которая женщина; кучил уццадигала? которое окно?,мест.,Polina Khutkina,pron,"Magomedov, Saidov-Akkutta, 2016",который?,кучил хъал? который дом? кучил хьунул? которая женщина; кучил уццадигала? которое окно?
Kubachi,kuba1248,2627,1,кучилкIал,k-u-č-i-l-k'-a-l,"1. в знач. нареч.  2. в знач. сущ. -лидил, -лла; -те;; кучилкIал сачите разилда кого-бы то не приведешь, буду рад; ил сикIабха кучилкIаллидил бакьи ухилалсав это может сделать любой; дила гIяххе кучилкIаллидил бухая бакьахъа мое поручение пусть сделает любой."," 1. в знач. нареч.  2. в знач. сущ. -лидил, -лла; -те; ",Polina Khutkina,pron,"Magomedov, Saidov-Akkutta, 2016",кто-бы то,"кучилкIал сачите разилда кого-бы то не приведешь, буду рад; ил сикIабха кучилкIаллидил бакьи ухилалсав это может сделать любой; дила гIяххе кучилкIаллидил бухая бакьахъа мое поручение пусть сделает любой."
Kubachi,kuba1248,2628,2,кучилкIал,k-u-č-i-l-k'-a-l,,,Polina Khutkina,pron,"Magomedov, Saidov-Akkutta, 2016",любой,
Kubachi,kuba1248,2629,1,кябухъла,k-ja-b-u-q-l-a,"-лдил, -лла; -бе;; цIизиб кябухъла новая форма для выделки шагреневой кожи; кябухълалла кьякья кабиццахъи получить зернистость на шагреневой выделке"," -лдил, -лла; -бе; ",Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",форма для выделки шагреневой кожи,цIизиб кябухъла новая форма для выделки шагреневой кожи; кябухълалла кьякья кабиццахъи получить зернистость на шагреневой выделке
Kubachi,kuba1248,2630,1,кях-и(й),k-ja-χ-ʔ-i-(-j-),"ед. и мн. III; -яй, -иб, -ибзиб, -я; сов.; нукьун кьямле кяхи насы́пать муку в корыто; къапле ачIе чикяхи досыпать зерно в мешок. ♦ СсугIялла ачIе кяхи рит., рел. отсыпать зерно нуждающимся (по окончании месяца поста месяца Рамазан); несов. каттихи","ед. и мн. III; -яй, -иб, -ибзиб, -я; сов.",Polina Khutkina,verb,"Magomedov, Saidov-Akkutta, 2016",насы́пать,"нукьун кьямле кяхи насы́пать муку в корыто; къапле ачIе чикяхи досыпать зерно в мешок. ♦ СсугIялла ачIе кяхи рит., рел. отсыпать зерно нуждающимся (по окончании месяца поста месяца Рамазан); несов. каттихи"
Kubachi,kuba1248,2631,1,кка,kk-a,"-лиди, -ла; ед.; къакъалла кка каменный уголь; мангъалла кка уголь жаровни; кка биккви заготовить угол (древесный). ♦ Муте багьал бакьакьатте – кка багьал бикьулде погов. не сделал за золотую цену, пришлось сделать по цене угля (рекомендация мастеру не загибай цену, а то можешь потерять клиента).","-лиди, -ла; ед.",Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",древесный уголь,"къакъалла кка каменный уголь; мангъалла кка уголь жаровни; кка биккви заготовить угол (древесный). ♦ Муте багьал бакьакьатте – кка багьал бикьулде погов. не сделал за золотую цену, пришлось сделать по цене угля (рекомендация мастеру не загибай цену, а то можешь потерять клиента)."
Kubachi,kuba1248,2632,1,кказа,kk-a-z-a,"-лиди, -ла; кузне; гIюрус кказа кирка (букв. русская мотыга); бикIвзиб кказа тяжелая кирка; укъатсиб кказа широкая тяпка; кказа бумккабакьи наточить мотыгу.","-лиди, -ла; кузне",Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",мотыга,гIюрус кказа кирка (букв. русская мотыга); бикIвзиб кказа тяжелая кирка; укъатсиб кказа широкая тяпка; кказа бумккабакьи наточить мотыгу.
Kubachi,kuba1248,2633,1,кказа-някъ,kk-a-z-a-n-ja-ɢ,"-лидил, -ла; кказа-нюкъбе; иццузиб кказа-някъ больной локоть; кказа-някъ бинаккал, гьакал иццу если удариться локтем, то появляется сильная боль.","-лидил, -ла; кказа-нюкъбе",Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",локоть,"иццузиб кказа-някъ больной локоть; кказа-някъ бинаккал, гьакал иццу если удариться локтем, то появляется сильная боль."
Kubachi,kuba1248,2634,1,кказарма,kk-a-z-a-r-m-a,"-лиди, -ла; -бе","-лиди, -ла; -бе",Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",казарма,♦ Юсбалла кказарма фольк. ирон. дом для посиделок девушек (букв. девичья казарма)
Kubachi,kuba1248,2635,1,кказат,kk-a-z-a-t,"-лидил, -ла; -е; цIизиб кказат новая газета; кказат кабилчIи прочитать газету.","-лидил, -ла; -е",Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",газета,цIизиб кказат новая газета; кказат кабилчIи прочитать газету.
Kubachi,kuba1248,2636,1,кказкказ-е,kk-a-z-kk-a-z-e,"-илдил, -илла; -не; хвалазиб кказкказе большая юла; кказкказе бидигъи крутить юлу.","-илдил, -илла; -не",Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",волчок,хвалазиб кказкказе большая юла; кказкказе бидигъи крутить юлу.
Kubachi,kuba1248,2637,1,ккаккила,kk-a-kk-i-l-a,"-лдил, -ла; -бе; хвалазив ккаккила большой лоботряс; ккаккила пишне проделки дурня. ♦Ккаккила гъай фраз. глупый разговор.","-лдил, -ла; -бе",Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",лоботряс,хвалазив ккаккила большой лоботряс; ккаккила пишне проделки дурня. ♦Ккаккила гъай фраз. глупый разговор.
Kubachi,kuba1248,2638,1,ккалас,kk-a-l-a-s,"-лидил, -ла; -е; хвалазиб ккалас большой класс; «вастучний» ккалас «восточный» класс (название одного из комнат Кубачинской СОШ в 1960-е годы); ккалас вибучи подмести класс.","-лидил, -ла; -е",Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",класс,хвалазиб ккалас большой класс; «вастучний» ккалас «восточный» класс (название одного из комнат Кубачинской СОШ в 1960-е годы); ккалас вибучи подмести класс.
Kubachi,kuba1248,2639,1,ккалихъма,kk-a-l-i-q-m-a,"-лдил, -ла; ед. и мн.; ахъшуд ккалихъма высокий папоротник; ккалихъма бетти скосить папоротник.","-лдил, -ла; ед. и мн.",Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",папоротник,ахъшуд ккалихъма высокий папоротник; ккалихъма бетти скосить папоротник.
Kubachi,kuba1248,2640,1,ккама,kk-a-m-a,"-лдил, -ла; -бе; жагьилзи ккама молодая вдова; ухъназив ккама старый вдовец; ккама кежи жениться на вдове. ♦ Ккамала бяхIре фольк. гулящая женщина- вдова.","-лдил, -ла; -бе",Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",вдова,жагьилзи ккама молодая вдова; ухъназив ккама старый вдовец; ккама кежи жениться на вдове. ♦ Ккамала бяхIре фольк. гулящая женщина- вдова.
Kubachi,kuba1248,2641,1,ккамадихь,kk-a-m-a-d-i-x,"-лидил, -ла; ккамадище; кьудкьужуд ккамадихь горькое вдовство; ккамадихьли яхIбакьне терпение вдовства.","-лидил, -ла; ккамадище",Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",вдовство,кьудкьужуд ккамадихь горькое вдовство; ккамадихьли яхIбакьне терпение вдовства.
Kubachi,kuba1248,2642,1,ккам-е,kk-a-m-e,"-илдил, -илла; ед.; ккамилла гъюмул корабельный гвоздь. ♦ХIяштархан ккаме фольк. астраханский корабль.","-илдил, -илла; ед.",Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",корабль,ккамилла гъюмул корабельный гвоздь. ♦ХIяштархан ккаме фольк. астраханский корабль.
Kubachi,kuba1248,2643,1,кканц/бидицц-и́(й),kk-a-n-c-/-b-i-d-i-cc-i-(-j-),"III (мн. ккунциедидиццй), -ай, -иб, -ибзиб, -а; сов.; талаба кканцбидиццй буссаухе викIагал малыш научился делать шаг вперед.","III (мн. ккунциедидиццй), -ай, -иб, -ибзиб, -а; сов.",Polina Khutkina,verb,"Magomedov, Saidov-Akkutta, 2016",шагнуть,талаба кканцбидиццй буссаухе викIагал малыш научился делать шаг вперед; несов. кканцбидй.цци
Kubachi,kuba1248,2644,1,кканверт,kk-a-n-w-e-r-t,"-лидил, -ла; -е; пуштIла кканверт почтовый конверт; кIа кканвертле кабищи положить письмо в конверт.","-лидил, -ла; -е",Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",конверт,пуштIла кканверт почтовый конверт; кIа кканвертле кабищи положить письмо в конверт.
Kubachi,kuba1248,2645,1,кканж-е,kk-a-n-ʒ-̌-e,"-илдил, -илла; -уппе; жакъала кканже кабаний клык; чIикала кканже коготь орла; кканже викабтIи вырвать клык.","-илдил, -илла; -уппе",Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",клык,жакъала кканже кабаний клык; чIикала кканже коготь орла; кканже викабтIи вырвать клык.
Kubachi,kuba1248,2646,1,кканц,kk-a-n-c,"-лидил, -ла; ккунцце; бухьинзиб кканцла адаме человек с длинным шагом; викIа гал кканц кабицци буссаухе малыш научился делать первый шаг. ♦Гьарил кканц хIяжицце кабиц! рел., благоп. пусть каждый твой шаг зачтется как в совершении хаджа (паломничества)!","-лидил, -ла; ккунцце",Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",шаг,"бухьинзиб кканцла адаме человек с длинным шагом; викIа гал кканц кабицци буссаухе малыш научился делать первый шаг. ♦Гьарил кканц хIяжицце кабиц! рел., благоп. пусть каждый твой шаг зачтется как в совершении хаджа (паломничества)!"
Kubachi,kuba1248,2647,1,къунц/букI-и(й),ɢ-u-n-c-/-b-u-k'-i-(-j-),"III; мн. I–II (/укIи, /юкIи; /дукIи), -е, -ул, -узиб, -е; къаттав къунцуКIул угад я шагал по улице; кIена вахтла къунцбукIи биккужуб уй ххял саб в наше время людей, любящих ходить пешком (бродить) много.","III; мн. I–II (/укIи, /юкIи; /дукIи), -е, -ул, -узиб, -е",Polina Khutkina,verb,"Magomedov, Saidov-Akkutta, 2016",прогуливаться,"къаттав къунцуКIул угад я шагал по улице; кIена вахтла къунцбукIи биккужуб уй ххял саб в наше время людей, любящих ходить пешком (бродить) много; сов. къунцбухъи"
Kubachi,kuba1248,2648,1,кканц/бидицц-и(й),kk-a-n-c-/-b-i-d-i-cc-i-(-j-),"III (мн. ккунциедидицци), -и, -ул, -узиб, -а; сов.; викIагал канцбидицци саматле буссаухе ребенок быстро научился ходить (делать шаги).","III (мн. ккунциедидицци), -и, -ул, -узиб, -а; сов.",Polina Khutkina,verb,"Magomedov, Saidov-Akkutta, 2016",шагнуть,викIагал канцбидицци саматле буссаухе ребенок быстро научился ходить (делать шаги); несов. кканцбидицци
Kubachi,kuba1248,2649,1,кканц/бидӣцц-и(й),kk-a-n-c-/-b-i-d-i:-cc-i-(-j-),"III (мн. ккунциедидицци), -и, -ул, -узиб, -а; несов.; викIа гал багълал кканцибидицци буссаухе малыш научился медленно делать шажки.","III (мн. ккунциедидицци), -и, -ул, -узиб, -а; несов.",Polina Khutkina,verb,"Magomedov, Saidov-Akkutta, 2016",шагать,викIа гал багълал кканцибидицци буссаухе малыш научился медленно делать шажки; сов. кканцбидиццй
Kubachi,kuba1248,2650,1,кканццукъ-е,kk-a-n-cc-u-ɢ-e,"-илдил, -илла; ед. и мн.; ахъшуд кканццукъе высокие ходули; къанццукъажив ваши ходить на ходулях.","-илдил, -илла; ед. и мн.",Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",ходули,ахъшуд кканццукъе высокие ходули; къанццукъажив ваши ходить на ходулях.
Kubachi,kuba1248,2651,1,ккараска,kk-a-r-a-s-k-a,"-лдил, -ла; -бе; цIубзиб ккараска белая краска; ккараскалдил бачи покрасить краской.","-лдил, -ла; -бе",Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",краска,цIубзиб ккараска белая краска; ккараскалдил бачи покрасить краской.
Kubachi,kuba1248,2652,1,ккарват,kk-a-r-w-a-t,"-лидил, -ла; -е; михла ккapвaт железная кровать; ккapвaтле кисси лечь в кровать. ♦Пуржин асла ккapвaт фольк. кровать с серебряными пружинами","-лидил, -ла; -е",Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",кровать,михла ккapвaт железная кровать; ккapвaтле кисси лечь в кровать. ♦Пуржин асла ккapвaт фольк. кровать с серебряными пружинами
Kubachi,kuba1248,2653,1,ккарзинкIа,kk-a-r-z-i-n-k'-a,"-лдил, -ла; -бе; бикIвзиб ккарзинкIа тяжелая корзинка; гьунзбаддил бицIибзиб ккарзинкIа корзинка полная яблок.","-лдил, -ла; -бе",Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",корзинка,бикIвзиб ккарзинкIа тяжелая корзинка; гьунзбаддил бицIибзиб ккарзинкIа корзинка полная яблок.
Kubachi,kuba1248,2654,1,ккарт/бакь-и(й),kk-a-r-t-/-b-a-q'-ʔ-i-(-j-),"III; мн. I–II (/вакьи, /якьи; /дакьи), -ай, -иб, -ибзиб, -а; сов.; викIазив ккартвакьай убаюкали малыша; лакьуй ккартбакьи покачать люльку; ккартла далай песня матери, качающего малыша.","III; мн. I–II (/вакьи, /якьи; /дакьи), -ай, -иб, -ибзиб, -а; сов.",Polina Khutkina,verb,"Magomedov, Saidov-Akkutta, 2016",покачать колыбель,"викIазив ккартвакьай убаюкали малыша; лакьуй ккартбакьи покачать люльку; ккартла далай песня матери, качающего малыша; несов. ккартбикьи"
Kubachi,kuba1248,2655,1,ккарт/бикь-и(й),kk-a-r-t-/-b-i-q'-ʔ-i-(-j-),"III; мн. I–II (/викыь, йикыь; /дикыь), -у, -ул, -узиб, -а; несов.; юссе ккартйикы баюкать дочку; бикIате ккартбикы баюкать детей; лакьуй ккартбикы качать колыбель.","III; мн. I–II (/викыь, йикыь; /дикыь), -у, -ул, -узиб, -а; несов.",Polina Khutkina,verb,"Magomedov, Saidov-Akkutta, 2016",качать колыбель,юссе ккартйикы баюкать дочку; бикIате ккартбикы баюкать детей; лакьуй ккартбикы качать колыбель; сов. ккартбакы
Kubachi,kuba1248,2656,1,ккатI-е,kk-a-t'-e,"-илдил, -илла; ккутIне; ппалалла ккатIе шерстяной платок; гIяххилталла ккатIе шерстяной фабричный платок-плед (продукция фабрик дореволюционного времени); хъямилталла ккатIе шерстяной фабричный платок-плед неплотного ткачества (продукция фабрик советского времени); ккатIе чикаттукIи одеть платок. ♦ Асла ккатIе платок, вышитый серебряными и позолоченными нитками. ♦Тирманчалла ккатIе фольк. восточный импортный платок.","-илдил, -илла; ккутIне",Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",платок,"ппалалла ккатIе шерстяной платок; гIяххилталла ккатIе шерстяной фабричный платок-плед (продукция фабрик дореволюционного времени); хъямилталла ккатIе шерстяной фабричный платок-плед неплотного ткачества (продукция фабрик советского времени); ккатIе чикаттукIи одеть платок. ♦ Асла ккатIе платок, вышитый серебряными и позолоченными нитками. ♦Тирманчалла ккатIе фольк. восточный импортный платок."
Kubachi,kuba1248,2657,1,ккаттяхI,kk-a-tt-ja-ħ,"-лидил, -ла; -ккаттухIе; букIулзиб ккаттяхI тонкое стекло; уццадигалали ккаттяхI кабиччи порезать стекло для окна.","-лидил, -ла; -ккаттухIе",Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",стекло,букIулзиб ккаттяхI тонкое стекло; уццадигалали ккаттяхI кабиччи порезать стекло для окна.
Kubachi,kuba1248,2658,1,кквакква,kk-w-a-kk-w-a,"-лдил, -лла; ед. и мн.; сабагъибзиб кквакква спелый абрикос; кквакква далцIи собрать абрикос.","-лдил, -лла; ед. и мн.",Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",абрикос,сабагъибзиб кквакква спелый абрикос; кквакква далцIи собрать абрикос.
Kubachi,kuba1248,2659,1,кквацца,kk-w-a-cc-a,"-лдил, -лла; квацне; кквацца уче лошадь кобыла. ♦ Чаргаслан кквацца фольк. черкесская кобыла.","-лдил, -лла; квацне",Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",кобыла,кквацца уче лошадь кобыла. ♦ Чаргаслан кквацца фольк. черкесская кобыла.
Kubachi,kuba1248,2660,1,квачч-е,k-w-a-čč-e,"-идил, -ла; квачне; 1) квацца уче самка лошади; 2) квачче-хве сучка-собака; 3) квачче инсан мерзавец (букв. сука-человек). ♦ Кквачче гъай ругат. подлые слова (букв. сучий разговор).","-идил, -ла; квачне",Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",самка животного,1) квацца уче самка лошади;
Kubachi,kuba1248,2661,2,квачч-е,k-w-a-čč-e,,,Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",сука,2) квачче-хве сучка-собака
Kubachi,kuba1248,2662,3,квачч-е,k-w-a-čč-e,,,Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",негодяй,3) квачче инсан мерзавец (букв. сука-человек). ♦ Кквачче гъай ругат. подлые слова (букв. сучий разговор).
Kubachi,kuba1248,2663,1,ккваччи/зи-б,kk-w-a-čč-i-/-z-i-b,"(-в, й; /жуб, /жду); ккваччизиб бакьутте подлый поступок; ккваччизив инсан подлый человек.","(-в, й; /жуб, /жду)",Polina Khutkina,adj,"Magomedov, Saidov-Akkutta, 2016",подлый,ккваччизиб бакьутте подлый поступок; ккваччизив инсан подлый человек.
Kubachi,kuba1248,2664,1,ккваччидихь,kk-w-a-čč-i-d-i-x,"-лидил, -ла; -ккваччидишше; ккваччидихьла бакьутте подлый поступок; ккваччидихь бакьибзив инсан человек, совершивший подлость.","-лидил, -ла; -ккваччидишше",Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",подлость,"ккваччидихьла бакьутте подлый поступок; ккваччидихь бакьибзив инсан человек, совершивший подлость."
Kubachi,kuba1248,2665,1,ккв-е,kk-w-e,"-илдил, -илла; квиме; 1) цIакъзиб ккве крепкая струна; ккве башши натянуть струну (на музыкальном инструменте); 2) иццузиб ккве больная жила; ккве билтIун саб тянет (появилась боль) жилу.","-илдил, -илла; квиме",Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",струна,1) цIакъзиб ккве крепкая струна; ккве башши натянуть струну (на музыкальном инструменте);
Kubachi,kuba1248,2666,2,ккв-е,kk-w-e,,,Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",жила,2) иццузиб ккве больная жила; ккве билтIун саб тянет (появилась боль) жилу.
Kubachi,kuba1248,2667,1,кквеккв-а,kk-w-e-kk-w-a,"-лдил, -лла; -не; цIуб нукьунна кквекква булочка из белой муки; кквекка бецIи испечь булочку.","-лдил, -лла; -не",Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",булочка,цIуб нукьунна кквекква булочка из белой муки; кквекка бецIи испечь булочку.
Kubachi,kuba1248,2668,1,кквибур/жи-б,kk-w-i-b-u-r-/-ʒ-̌-i-b,гьакал кквибуржул саб схватывает сильная судорога; кквибуржне гIяхбакьи биппалццила ага прекратить судорогу можно иглой.,,Polina Khutkina,adj,"Magomedov, Saidov-Akkutta, 2016",судорога,гьакал кквибуржул саб схватывает сильная судорога; кквибуржне гIяхбакьи биппалццила ага прекратить судорогу можно иглой.
Kubachi,kuba1248,2669,1,кквималла,kk-w-i-m-a-ll-a,кквималла диг жилистое мясо; кквимаццил абдубакьи очистить мясо от жил.,,Polina Khutkina,adj,"Magomedov, Saidov-Akkutta, 2016",жилистый,кквималла диг жилистое мясо; кквимаццил абдубакьи очистить мясо от жил.
Kubachi,kuba1248,2670,1,кквягI,kk-w-ja-ʡ,"-лидил, -ла; -юбе; 1) биццизив кквягI приятный аромат; кквягI гьаттагъи обряд.приготовить халву на праздник Уразы (букв. пустить запах).","-лидил, -ла; -юбе",Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",запах,1) биццизив кквягI приятный аромат; кквягI гьаттагъи обряд.приготовить халву на праздник Уразы (букв. пустить запах).
Kubachi,kuba1248,2671,2,кквягI,kk-w-ja-ʡ,,,Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",вонь,
Kubachi,kuba1248,2672,1,кквягI/бихв-и(й),kk-w-ja-ʡ-/-b-i-χ-w-i-(-j-),"III; мн. I–II (/вихви, /йихви; дихви), -е, -ул, -узиб, -е; несов.; гьанищи нисса ихьвле кквягIбихва летом творог быстро бродит; кквягIбихузиб диг начинающее портиться (вонять) мясо.","III; мн. I–II (/вихви, /йихви; дихви), -е, -ул, -узиб, -е; несов.",Polina Khutkina,verb,"Magomedov, Saidov-Akkutta, 2016",бродить,гьанищи нисса ихьвле кквягIбихва летом творог быстро бродит; кквягIбихузиб диг начинающее портиться (вонять) мясо; сов. кквягIбухи
Kubachi,kuba1248,2673,1,кквягI/бух-и(й),kk-w-ja-ʡ-/-b-u-χ-ʔ-i-(-j-),"III; мн. I–II (/ухи, /юхи; /духи), -е, -уб, убзиб, -е; сов.; кквягIбухузбик кьак провонявшая туша; кквягIбухуб нисса побродивший творог.","III; мн. I–II (/ухи, /юхи; /духи), -е, -уб, убзиб, -е; сов.",Polina Khutkina,verb,"Magomedov, Saidov-Akkutta, 2016",побродить,кквягIбухузбик кьак провонявшая туша; кквягIбухуб нисса побродивший творог; несов. кквягIбихви
Kubachi,kuba1248,2674,1,кквярквяхIян,kk-w-ja-r-k-w-ja-ħ-ja-n,"-нидил, -на; -те; обряд., игр.; бикIубзиб кквяркряхIян глиняный шарик с зажженной щепкой; абла белжиб кквяркквяхIянте ихю в день весны (начало Нового года) равноденствия бросают глиняные шарики с зажженными щепками.","-нидил, -на; -те; обряд., игр.",Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",глиняный шарик с щепкой,бикIубзиб кквяркряхIян глиняный шарик с зажженной щепкой; абла белжиб кквяркквяхIянте ихю в день весны (начало Нового года) равноденствия бросают глиняные шарики с зажженными щепками.
Kubachi,kuba1248,2675,1,ккиласа,kk-i-l-a-s-a,"-лдил, -лла; -бе; талаллазиб киласа старинная церковь; киласалла кишиш церковный поп.","-лдил, -лла; -бе",Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",церковь,талаллазиб киласа старинная церковь; киласалла кишиш церковный поп.
Kubachi,kuba1248,2676,1,ккиллумитIир,kk-i-ll-u-m-i-t'-i-r,"-лидил, -ла; -те","-лидил, -ла; -те",Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",километр,ахъибзиб ккиллумитIир пройденный километр; ккиллумитIир вимди пробежать километр
Kubachi,kuba1248,2677,1,ккиллункIа,kk-i-ll-u-n-k'-a,"-лдил, -лла; -бе; бугъитIзиб ккиллункIа узкая клеенка; ккиллункIа чикахъви настелить клеенку.","-лдил, -лла; -бе",Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",клеенка,бугъитIзиб ккиллункIа узкая клеенка; ккиллункIа чикахъви настелить клеенку.
Kubachi,kuba1248,2678,1,ккимх,kk-i-m-χ,"-лидил, -ла; кумххубе; хвалазиб ккимх большой сеновал; малдил бицIибзиб ккимх заполненный сеном сеновал.","-лидил, -ла; кумххубе",Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",сеновал,хвалазиб ккимх большой сеновал; малдил бицIибзиб ккимх заполненный сеном сеновал.
Kubachi,kuba1248,2679,1,ккинняз,kk-i-nn-ja-z,"-лидил, -ла; -те; жагьилзив ккинняз молодой князь; ккиннязла къазахъ слуга князя.","-лидил, -ла; -те",Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",князь,жагьилзив ккинняз молодой князь; ккиннязла къазахъ слуга князя.
Kubachi,kuba1248,2680,1,ккирипдишин,kk-i-r-i-p-d-i-š-i-n,"-нидил, -на; -те; паксиб ккирипдишин красивый крепдешин; ккирипдишинна агва платье из крепдешина.","-нидил, -на; -те",Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",крепдешин,паксиб ккирипдишин красивый крепдешин; ккирипдишинна агва платье из крепдешина.
Kubachi,kuba1248,2681,1,ккичба,kk-i-č-b-a,"-дил, -ла; -бе; сабеххузиб ккичба; подвижный козленок; кичба баххи покормить козленка.","-дил, -ла; -бе",Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",козленок,сабеххузиб ккичба; подвижный козленок; кичба баххи покормить козленка.
Kubachi,kuba1248,2682,1,ккияв,kk-i-ja-w,"-лидил, -ла; -те; ниссила ккияв наш зять; гIяхсив ккияв хороший зять; ккиявищу щатте гIюкьи пойти в гости к зятю.","-лидил, -ла; -те",Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",зять,ниссила ккияв наш зять; гIяхсив ккияв хороший зять; ккиявищу щатте гIюкьи пойти в гости к зятю.
